,year_month,PROPERTY_KIND,VALUATION_VALUE,3MR_Annual_absolute_difference,3MR_Raw,COPRI_4_Quarter_Annual_Change,COPRI_Annual_Change,COPRI_RAW,EXCH_4_Quarter_absolute_difference,EXCH_Annual_Change,EXCH_Annual_absolute_difference,EXCH_Raw,GDP_4_Quarter_Annual_Change,GDP_Raw,RHP_4_Quarter_Annual_Change,RHP_Annual_Change,RHP_Raw,UR_4_Quarter_Annual_Average,UR_4_Quarter_Annual_Change,UR_4_Quarter_absolute_difference,UR_Annual_Change,UR_Annual_absolute_difference,UR_Raw,10YSR_4_Quarter_Annual_Average,10YSR_4_Quarter_absolute_difference,10YSR_Annual_absolute_difference,10YSR_Raw,3MR_4_Quarter_Annual_Average,3MR_4_Quarter_absolute_difference
0,2014-01,Budynek mieszkalny jednorodzinny,431435.29411764705,-0.003164705882352938,0.02083529411764705,-0.003993231363849859,-0.002547907363988962,169.84803921568627,-0.0007851181869650266,0.010762391839378299,-0.9975897885155698,0.23946838631012693,0.03972117774901633,410685697058.82355,0.022983191663966063,0.02088448722598308,135.0235294117647,0.07802696078431368,-0.17073595328402422,-0.010374999999999948,-0.15224802810450996,-0.014882352941176418,0.0846470588235294,0.02597921764705881,-0.0011336916666665666,-0.007560019999999981,0.028213976470588237,0.018563235294117648,-0.00789485294117645
1,2014-01,Lokal mieszkalny,179917.4025974026,-0.004944155844155818,0.018547012987012976,-0.004547233167129849,-0.006127739611058845,169.30848484848485,-0.0008197245896737952,0.0002141439134606839,-1.0000136865363904,0.23869262855050427,0.03989756895849847,415061044935.06494,0.022410139955689738,0.02067169040484497,135.51246753246753,0.0743980519480519,-0.1717652871932088,-0.012699350649350596,-0.16267689009354389,-0.015470129870129825,0.08064069264069261,0.025701208116883097,-0.0020768484962405175,-0.009553381673306757,0.025401784935064935,0.017520389610389608,-0.006513961038961
2,2014-01,Parking/ garaż,8233.333333333334,-0.007133333333333266,0.015700000000000002,-0.0033110784550228994,-0.0109954624333512,168.7111111111111,-0.0003608974521274669,0.010354172671463999,-0.9974917506762836,0.2412271802197198,0.042783840493903734,420961066666.6667,0.024652303183169536,0.031247168963716834,137.13333333333333,0.06961111111111107,-0.17874491568779405,-0.01599999999999997,-0.18492965367965353,-0.017444444444444433,0.07588888888888883,0.0256439333333333,-0.0015052249999999,-0.013438899999999967,0.021558333333333332,0.016116666666666665,-0.0038749999999999336
3,2014-02,Budynek mieszkalny jednorodzinny,492494.44444444444,-0.0031611111111110916,0.01933888888888889,-0.003137165485683311,-0.005077430587961519,169.42870370370372,-0.0011230523138896168,0.0030942583006883695,-0.9993766716873531,0.23769921600818048,0.040643769883345844,415371652777.7778,0.02630401571249261,0.026228642116880203,136.1888888888889,0.07360879629629624,-0.17784964964986597,-0.012134259259259213,-0.16431356829858695,-0.015527777777777727,0.0797685185185185,0.0255883895833333,-0.001394001923076823,-0.007917934999999965,0.025604866666666667,0.017599999999999998,-0.0057458333333333025
4,2014-02,Lokal mieszkalny,182445.48192771085,-0.005284337349397564,0.01865662650602408,-0.004598720399929794,-0.0059505546038117595,169.34508032128514,-0.0009297020630871588,-0.001969342093994773,-1.0005308477654307,0.23892981465692695,0.03983280265649552,414176102108.4337,0.021665992059206267,0.01885422207272257,135.19397590361447,0.0751927710843373,-0.16993372196079748,-0.01242269076305215,-0.16101650388577163,-0.015387550200803166,0.0815341365461847,0.025915478463855408,-0.0016307714285713351,-0.010392012264150933,0.025688689759036144,0.01768727409638554,-0.00685090361445779
5,2014-03,Budynek mieszkalny jednorodzinny,512186.36363636365,-0.002602272727272727,0.020168181818181814,-0.00436372664705468,-0.003774299841437923,169.58863636363637,-0.0009492578231637523,0.003671602774493414,-0.9992971382494616,0.23825738519065107,0.03937617558876808,412795904545.4545,0.023982580238139418,0.02106015127429521,135.31363636363636,0.07577840909090904,-0.17458643760796358,-0.011253787878787823,-0.16028501477448692,-0.015356060606060547,0.08191666666666665,0.025485006818181798,-0.0011598016666665668,-0.00561887142857141,0.026824340909090912,0.018042613636363638,-0.006871022727272705
6,2014-03,Grunt pod zabudowę,238966.66666666666,-6.666666666670001e-05,0.015966666666666667,0.003377265011184301,-0.008801313628899833,167.67777777777778,-0.005180576232674567,-0.02248117469429617,-1.0054308057661794,0.23356635047273458,0.0383246494722767,431065933333.3333,0.040105862443159064,0.0263206256322918,138.96666666666667,0.05799999999999994,-0.19262590781688074,-0.013722222222222165,-0.17329109062980017,-0.0134444444444444,0.06388888888888887,0.025906949999999932,-0.0013194583333332333,-0.0009250333333332667,0.0226111,0.01618333333333333,-0.002108333333333333
7,2014-03,Lokal mieszkalny,183748.7031700288,-0.004010662824207479,0.018431412103746384,-0.002358531877419336,-0.005928107486214572,169.08290105667626,-0.0019488759814533072,-0.004692730668696331,-1.0011816528415787,0.23770771380370503,0.03971492310094522,417373169452.4496,0.026240660056888417,0.02144810894298053,136.07031700288184,0.07191426512968294,-0.17450409839717443,-0.012272574447646437,-0.16024917331845037,-0.014665706051873152,0.07832372718539862,0.026087372622478358,-0.001497522929936209,-0.007441930252100809,0.025539046397694526,0.0175571325648415,-0.006030619596541757
8,2014-03,Parking/ garaż,18400.0,-0.0036333333333332996,0.0159,0.0001089695229266006,-0.010308253126589,168.39999999999998,-0.0031893796151565,-0.013010087159554734,-1.0030785901163173,0.23509390174799508,0.04114893111739883,426639166666.6667,0.034552658457912666,0.031011465633397167,138.33333333333334,0.0636944444444444,-0.18584132061836459,-0.014666666666666633,-0.17602907150320932,-0.015111111111111067,0.06977777777777773,0.02579202499999997,-0.0017010499999999,-0.009593066666666634,0.0220125,0.016166666666666666,-0.0028166666666666336
9,2014-04,Budynek mieszkalny jednorodzinny,466970.73170731706,-0.003546341463414624,0.0186780487804878,-0.0033581740217389607,-0.005768978125999037,169.15447154471545,-0.0015556541085775906,-0.004316846180496378,-1.0011259699008985,0.23752277123843066,0.03946302146779717,416587117073.1707,0.025378908435734922,0.021072504855856725,135.89756097560976,0.0724715447154471,-0.17556179813851922,-0.012369918699186935,-0.1632888514905968,-0.015105691056910517,0.07858536585365851,0.02568053109756095,-0.0015535402777776834,-0.006543288461538435,0.025394917073170733,0.017491463414634145,-0.00596158536585363
10,2014-04,Grunt pod zabudowę,181975.0,-0.00024999999999999984,0.018525,0.0035396217082532253,-0.005464886034606301,168.79999999999998,-0.004458539196578525,-0.00840142876163235,-1.0020656466474716,0.23312514629163106,0.04067220912453448,425135400000.0,0.04039589572544193,0.034431024734117875,138.8,0.06433333333333327,-0.1880986635908039,-0.0115208333333333,-0.15605686557466214,-0.012833333333333275,0.07099999999999998,0.02638425624999995,-0.0016357749999999002,-0.0038819666666665997,0.02541355,0.017343749999999998,-0.0037375
11,2014-04,Lokal mieszkalny,179093.59331476322,-0.004458774373259038,0.018419220055710298,-0.004426097844873665,-0.006213008338030272,169.1818941504178,-0.0012016641581536773,-0.004214682040897586,-1.0010792260308516,0.23806879365618358,0.039198519651676894,415940385793.8719,0.02308535290189596,0.018665912365631615,135.50779944289692,0.07341063138347256,-0.17233798540377607,-0.012628133704735317,-0.16255059010889952,-0.015207056638811464,0.07953946146703804,0.025650222144846777,-0.0019788622448978733,-0.00802598583333332,0.025379082172701947,0.01747827298050139,-0.006437604456824478
12,2014-04,Parking/ garaż,7300.0,-0.0002,0.0161,0.0083160083160083,-0.0080788177339902,167.79999999999998,-0.0059415848232492,-0.0137377963737794,-1.0032378317598292,0.2324500232450023,0.0415712291461172,433993800000.0,0.0474445869206812,0.0405904059040589,141.0,0.0556666666666666,-0.198079231692677,-0.0133333333333333,-0.1651785714285712,-0.0123333333333333,0.0623333333333333,0.0268984499999999,-0.0015052249999999,-0.0020166999999999,0.022825,0.01625,-0.000875
13,2014-05,Budynek mieszkalny jednorodzinny,435372.0930232558,-0.0034348837209302345,0.019872093023255794,-0.003441776062248409,-0.003733277871842365,169.46356589147288,-0.0019511616213108375,-0.006592892239842674,-1.0016892534095838,0.23753144090724487,0.03858981336554436,413402262790.6977,0.024051292404876197,0.01597649432672894,134.9813953488372,0.07543410852713173,-0.16944198324526752,-0.010641472868216989,-0.15046584191020385,-0.014062015503875907,0.08196899224806199,0.026206194186046496,-0.0012925926470587234,-0.0062788217391304265,0.027536916279069765,0.01834593023255814,-0.007644767441860444
14,2014-05,Grunt pod zabudowę,156433.33333333334,-0.0025,0.02266666666666663,0.0021392316579885336,0.001815117573264733,170.15555555555554,-0.003153084410826167,0.010660253312393233,-0.9975504102479135,0.2376897024904023,0.04033159194736647,410549333333.3333,0.029681899635685835,0.024770570340609564,135.70000000000002,0.07833333333333327,-0.1652721940205354,-0.006888888888888833,-0.11730701745010419,-0.010888888888888832,0.08666666666666663,0.028081433333333298,-0.0015052249999999,-0.0020166999999999,0.032205566666666664,0.02008333333333333,-0.009583333333333334
15,2014-05,Lokal mieszkalny,184502.0618556701,-0.004716494845360805,0.0180529209621993,-0.004149105357241744,-0.006748503131975598,169.09484536082473,-0.0012008753080677986,-0.004123488571478964,-1.0010374835259659,0.23811783150365487,0.03949332619452367,416830455326.4605,0.023495389497622022,0.019708880505920248,135.7512027491409,0.07264232531500568,-0.1733080118832185,-0.013005727376861342,-0.1645702369628471,-0.01532760595647189,0.07874570446735392,0.025664772594501697,-0.002025272950819587,-0.008365257560975592,0.02492677182130584,0.017299484536082474,-0.00607646048109962
16,2014-06,Budynek mieszkalny jednorodzinny,348711.4285714286,-0.002425714285714297,0.021454285714285697,-0.003117234348434923,-0.0011467056574537488,169.89142857142858,-0.0016922306168470143,0.004530071125640074,-0.9990852671526742,0.2380528030596707,0.038606214874234684,410602460000.0,0.024233027181602803,0.01782615417199472,134.81142857142856,0.07803809523809518,-0.16784815025003222,-0.009149999999999941,-0.14053482993327032,-0.013428571428571366,0.08495238095238093,0.02634208785714285,-0.0016241395833332419,-0.0033143071428571287,0.029591671428571425,0.01905357142857143,-0.008759285714285706
17,2014-06,Grunt pod zabudowę,76500.0,0.0001999999999999,0.0157,-0.0065002215984637,-0.0102463054187191,167.43333333333334,-0.0036585590515253,-0.0399679313353297,-1.0098167537788794,0.2357990049281992,0.0318314901245957,425210200000.0,0.0254284134881148,-0.0022189349112424,134.9,0.0626666666666666,-0.1817192600652882,-0.0144999999999999,-0.1895161290322581,-0.0156666666666666,0.067,0.02392395,-0.0009479249999999,0.0012583,0.0221833,0.01605,-0.004575
18,2014-06,Lokal mieszkalny,185153.6,-0.0041463999999999815,0.018449599999999986,-0.0027201503629132513,-0.005958527391196315,169.15133333333333,-0.0017431786457057278,-0.006545195074592436,-1.001606514142028,0.23709824847079425,0.03985191154048124,417136582400.0,0.025913640397585147,0.021390634247867725,136.1012,0.07216033333333328,-0.17496081935039254,-0.012367666666666612,-0.1606280498257604,-0.01476799999999995,0.07837599999999996,0.025968199999999973,-0.0018140906818180898,-0.007602034969325126,0.025404781199999997,0.0174891,-0.00588749999999997
19,2014-06,Parking/ garaż,17100.0,-0.0026999999999999997,0.01585,0.00025179329825360036,-0.0097144314174328,168.04999999999998,-0.0032780706161475754,-0.0112608417222007,-1.002727781858262,0.2365787025313206,0.03959102364615678,426910625000.0,0.033393437160972726,0.0263843568476053,138.025,0.06264583333333328,-0.18673887028399871,-0.01462499999999995,-0.1786696166736488,-0.0150833333333333,0.0685833333333333,0.02568438124999995,-0.0013194583333332333,-0.00548127499999995,0.022189575,0.016149999999999998,-0.002924999999999975
20,2014-07,Budynek mieszkalny jednorodzinny,477142.42424242425,-0.0029393939393939426,0.02078484848484847,-0.003106598594837842,-0.002234812104184118,169.7090909090909,-0.0015375063279831,0.0015410092704519055,-0.9997790697649964,0.2381361794660801,0.03913474529370338,411525381818.1818,0.02400416547878545,0.018726313223428576,135.01818181818183,0.07699747474747469,-0.17012338996035803,-0.010015151515151451,-0.1477428498535526,-0.014080808080808022,0.08365656565656564,0.026239240909090886,-0.0011505795454544456,-0.0040506214285714,0.02836919393939394,0.01865,-0.007909090909090892
21,2014-07,Grunt pod zabudowę,166166.66666666666,-0.005966666666666633,0.022466666666666635,-0.0036743117275270664,0.00035679522358423335,170.61111111111111,-0.0003627407252653001,0.022706237835014933,-0.9946773697061407,0.24207828097776107,0.04093789762125973,404032966666.6667,0.018285757766930002,0.020098951870438534,133.76666666666665,0.08530555555555551,-0.15560503601809395,-0.008222222222222167,-0.12718255857564537,-0.0134444444444444,0.0934444444444444,0.027454174999999997,,-0.01915,0.03157223333333333,0.020016666666666665,-0.0110833333333333
22,2014-07,Lokal mieszkalny,178694.3894389439,-0.004839603960396015,0.0189141914191419,-0.004034669738656683,-0.005324891537181929,169.4018701870187,-0.001086136825778779,-0.0034946469984692783,-1.0008792852936235,0.2377763262527671,0.03978405579668261,414577440264.0264,0.022887287538240802,0.019549500378819164,135.4887788778878,0.07477062706270622,-0.1710587554159423,-0.012091859185918534,-0.15727594817766416,-0.01488228822882283,0.081040704070407,0.025930892904290407,-0.0023046114485980496,-0.008778106703910599,0.026042999339933995,0.017747029702970298,-0.006751897689768942
23,2014-07,Parking/ garaż,14033.333333333334,-0.0105999999999999,0.0155,-0.0091246218405385,-0.0124537847830317,169.16666666666666,0.0024294462334334,0.0224001571940857,-0.9946187101345108,0.2456157587070786,0.043390146167796996,414444700000.0,0.0132561613144137,0.0265755504935458,135.2,0.0765833333333333,-0.1690777576853526,-0.0173333333333333,-0.19480519480519468,-0.02,0.0826666666666666,0.025016675,,-0.01915,0.020925,0.01605,-0.0053749999999999
